file,line,section,raw_url,test_url,template_note,status,final_url,content_type,error,elapsed_ms,ogc_attempted,timestamp,verdict,verdict_detail
SOURCES_DONNEES_EXHAUSTIVES.md,1309,12.11 Carbone forestier / Biomasse (Forest Dynamics / Climate Engine),https://github.com/priamus-lab/ReUse,https://github.com/priamus-lab/ReUse,,200,https://github.com/priamus-lab/ReUse,text/html; charset=utf-8,,688,,2026-07-30T19:57:38.166457+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,666,6.10.6 Archives historiques et cartographie ancienne,https://gallica.bnf.fr/,https://gallica.bnf.fr/,,200,https://gallica.bnf.fr/accueil/fr/html/accueil-fr,text/html; charset=UTF-8,,171,,2026-07-30T19:57:38.811270+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1363,12.17 Apps mobiles forestières (GeoSylva / Ignis / Artemis),https://github.com/wri/forest-watcher,https://github.com/wri/forest-watcher,,200,https://github.com/wri/forest-watcher,text/html; charset=utf-8,,812,,2026-07-30T19:57:38.178567+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1459,13.4 Microsoft Azure AI & AI Foundry (GSIE API / Ignis / Diagnostic),https://news.microsoft.com/source/features/ai/ai-alberta-canada-wildfire-firefighting/,https://news.microsoft.com/source/features/ai/ai-alberta-canada-wildfire-firefighting/,,403,https://news.microsoft.com/source/features/ai/ai-alberta-canada-wildfire-firefighting/,text/html; charset=UTF-8,,63,,2026-07-30T19:57:38.983105+00:00,INDETERMINEE,HTTP 403 (anti-bot / acces interdit)
DATASET_CATALOG.md,144,DS-003 — Inventaire Forestier National (IGN),https://inventaire-forestier.ign.fr,https://inventaire-forestier.ign.fr,,200,https://inventaire-forestier.ign.fr,text/html; charset=utf-8,,94,,2026-07-30T19:57:38.993747+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1456,13.4 Microsoft Azure AI & AI Foundry (GSIE API / Ignis / Diagnostic),https://github.com/Hardcoreprawn/azure-workflow-for-kml-satellite,https://github.com/Hardcoreprawn/azure-workflow-for-kml-satellite,,200,https://github.com/Hardcoreprawn/azure-workflow-for-kml-satellite,text/html; charset=utf-8,,922,,2026-07-30T19:57:38.170266+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1256,12.5 Ingestion de données satellite / pipelines (GIS Engine / ingestion),https://github.com/developmentseed/stactools-ingest,https://github.com/developmentseed/stactools-ingest,,200,https://github.com/developmentseed/stactools-ingest,text/html; charset=utf-8,,969,,2026-07-30T19:57:38.177812+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,927,A. API REST (temps réel + historique),https://firms.modaps.eosdis.nasa.gov/api/map_key,https://firms.modaps.eosdis.nasa.gov/api/map_key,,200,https://firms.modaps.eosdis.nasa.gov/api/map_key,text/html; charset=UTF-8,,156,,2026-07-30T19:57:39.073867+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1310,12.11 Carbone forestier / Biomasse (Forest Dynamics / Climate Engine),https://github.com/Adityaraj-Gupta-JI/EcoAudit-AI,https://github.com/Adityaraj-Gupta-JI/EcoAudit-AI,,200,https://github.com/Adityaraj-Gupta-JI/EcoAudit-AI,text/html; charset=utf-8,,1296,,2026-07-30T19:57:38.188090+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1457,13.4 Microsoft Azure AI & AI Foundry (GSIE API / Ignis / Diagnostic),https://github.com/RobertDalton/Ignis-Sentinels,https://github.com/RobertDalton/Ignis-Sentinels,,200,https://github.com/RobertDalton/Ignis-Sentinels,text/html; charset=utf-8,,1328,,2026-07-30T19:57:38.188090+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1538,14.2 Solutions open source — moteurs d'inférence (classées par efficacité),https://developers.google.com/edge/mediapipe/solutions/genai/llm_inference,https://developers.google.com/edge/mediapipe/solutions/genai/llm_inference,,200,https://developers.google.com/edge/mediapipe/solutions/genai/llm_inference,text/html; charset=utf-8,,469,,2026-07-30T19:57:39.230168+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1262,12.6 Humidité du sol / Pédologie (Pedology / Climate Engine),https://github.com/tuananhdao/soil-moisture,https://github.com/tuananhdao/soil-moisture,,200,https://github.com/tuananhdao/soil-moisture,text/html; charset=utf-8,,1516,,2026-07-30T19:57:38.198187+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1364,12.17 Apps mobiles forestières (GeoSylva / Ignis / Artemis),https://github.com/Vedant2402/Smoke-Forecast-Visualizer,https://github.com/Vedant2402/Smoke-Forecast-Visualizer,,200,https://github.com/Vedant2402/Smoke-Forecast-Visualizer,text/html; charset=utf-8,,1625,,2026-07-30T19:57:38.198187+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1536,14.2 Solutions open source — moteurs d'inférence (classées par efficacité),https://github.com/InquiringMinds-AI/llama-droid,https://github.com/InquiringMinds-AI/llama-droid,,200,https://github.com/InquiringMinds-AI/llama-droid,text/html; charset=utf-8,,1594,,2026-07-30T19:57:38.295913+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,167,DS-004 — BD Ortho,https://geoservices.ign.fr/bdortho,https://geoservices.ign.fr/bdortho,,200,https://cartes.gouv.fr/rechercher-une-donnee/dataset/IGNF_BD-ORTHO?redirected_from=geoservices.ign.fr,text/html,,47,,2026-07-30T19:57:39.890420+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1465,13.5 Déploiement LLM self-hosted (Reasoning / Knowledge / Validation Engine),https://ollama.com/,https://ollama.com/,,200,https://ollama.com/,text/html; charset=utf-8,,172,,2026-07-30T19:57:39.825272+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1214,12.1 Simulation incendie (Ignis / Simulation Engine),https://github.com/pcm-dpc/propagator,https://github.com/pcm-dpc/propagator,,200,https://github.com/pcm-dpc/propagator,text/html; charset=utf-8,,1781,,2026-07-30T19:57:38.345098+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,720,DS-026 — ESA Biomass CCI v7 (cartes globales de biomasse aérienne),https://catalogue.ceda.ac.uk/uuid/6429d1aafe1e43b9b414e4a5a7f8b903/,https://catalogue.ceda.ac.uk/uuid/6429d1aafe1e43b9b414e4a5a7f8b903/,,200,https://catalogue.ceda.ac.uk/uuid/6429d1aafe1e43b9b414e4a5a7f8b903/,text/html; charset=utf-8,,672,,2026-07-30T19:57:39.492776+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,898,A. API REST (recherche paginée),https://api.gbif.org/v1/occurrence/search,https://api.gbif.org/v1/occurrence/search,,200,https://api.gbif.org/v1/occurrence/search,application/json,,2062,,2026-07-30T19:57:38.195547+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,470,6.1 Biomasse forestière — produits THEIA/LSCE (France),https://zenodo.org/records/15489231,https://zenodo.org/records/15489231,,200,https://zenodo.org/records/15489231,text/html; charset=utf-8,,1219,,2026-07-30T19:57:39.044675+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,745,DS-027 — CoSIA (Couverture du Sol par Intelligence Artificielle),https://www.ign.fr/institut/ia-en-vigie-du-territoire,https://www.ign.fr/institut/ia-en-vigie-du-territoire,,200,https://www.ign.fr/institut/ia-en-vigie-du-territoire,text/html; charset=UTF-8,,62,,2026-07-30T19:57:40.274920+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,697,DS-025 — GEDI L4A / L4B (NASA — biomasse aérienne spatiale),https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2508,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2508,,200,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2508,text/html; charset=ISO-8859-1,,2078,,2026-07-30T19:57:38.304037+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1311,12.11 Carbone forestier / Biomasse (Forest Dynamics / Climate Engine),https://github.com/vertify-earth/biomass-prediction-pixelwise,https://github.com/vertify-earth/biomass-prediction-pixelwise,,200,https://github.com/vertify-earth/biomass-prediction-pixelwise,text/html; charset=utf-8,,1984,,2026-07-30T19:57:38.393656+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1539,14.2 Solutions open source — moteurs d'inférence (classées par efficacité),https://onnxruntime.ai/,https://onnxruntime.ai/,,200,https://onnxruntime.ai/,text/html; charset=utf-8,,203,,2026-07-30T19:57:40.258079+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1458,13.4 Microsoft Azure AI & AI Foundry (GSIE API / Ignis / Diagnostic),https://github.com/Gerald-mut/Sauti-Porini-Js,https://github.com/Gerald-mut/Sauti-Porini-Js,,200,https://github.com/Gerald-mut/Sauti-Porini-Js,text/html; charset=utf-8,,2078,,2026-07-30T19:57:38.393656+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,931,A. API REST (temps réel + historique),https://firms.modaps.eosdis.nasa.gov/api/area/csv/{MAP_KEY}/{SOURCE}/{AREA_COORDS}/{DAY_RANGE}/{DATE,https://firms.modaps.eosdis.nasa.gov/,TEMPLATE_ROOT,200,https://firms.modaps.eosdis.nasa.gov/,text/html,,516,,2026-07-30T19:57:39.998583+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1365,12.17 Apps mobiles forestières (GeoSylva / Ignis / Artemis),https://github.com/Tian-Tan/fire-proof,https://github.com/Tian-Tan/fire-proof,,200,https://github.com/Tian-Tan/fire-proof,text/html; charset=utf-8,,1797,,2026-07-30T19:57:38.723731+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1263,12.6 Humidité du sol / Pédologie (Pedology / Climate Engine),https://github.com/Sydney-Informatics-Hub/AgReFed-ML,https://github.com/Sydney-Informatics-Hub/AgReFed-ML,,200,https://github.com/Sydney-Informatics-Hub/AgReFed-ML,text/html; charset=utf-8,,1875,,2026-07-30T19:57:38.681398+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,675,6.10.7 Outre-mer et transfrontalier,https://www.guyane-sig.fr/,https://www.guyane-sig.fr/,,200,https://www.guyane-sig.fr/portal/,text/html,,235,,2026-07-30T19:57:40.333373+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,632,6.10.3 Biodiversité — référentiels et gateways européens,https://taxref.mnhn.fr/taxref-web/,https://taxref.mnhn.fr/taxref-web/,,200,https://taxref.mnhn.fr/taxref-web/,text/html;charset=UTF-8,,640,,2026-07-30T19:57:39.938130+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,939,B. Archive Download (historique),https://firms.modaps.eosdis.nasa.gov/download/,https://firms.modaps.eosdis.nasa.gov/download/,,200,https://firms.modaps.eosdis.nasa.gov/download/,text/html; charset=UTF-8,,156,,2026-07-30T19:57:40.517578+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,795,DS-029 — Datasets apprentissage LiDAR HD (IGN),https://www.ign.fr/feuille-route-ia,https://www.ign.fr/feuille-route-ia,,200,https://www.ign.fr/feuille-route-ia,text/html; charset=UTF-8,,16,,2026-07-30T19:57:40.670025+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,676,6.10.7 Outre-mer et transfrontalier,https://www.parc-amazonien-guyane.fr/,https://www.parc-amazonien-guyane.fr/,,200,https://www.parc-amazonien-guyane.fr/fr,text/html; charset=UTF-8,,171,,2026-07-30T19:57:40.682729+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1537,14.2 Solutions open source — moteurs d'inférence (classées par efficacité),https://github.com/ggerganov/llama.cpp,https://github.com/ggerganov/llama.cpp,,200,https://github.com/ggml-org/llama.cpp,text/html; charset=utf-8,,2141,,2026-07-30T19:57:38.781594+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,605,6.10.1 Climat — sources complémentaires,https://data.ecmwf.int/forecasts/,https://data.ecmwf.int/forecasts/,,200,https://data.ecmwf.int/forecasts/,text/html,,437,,2026-07-30T19:57:40.513657+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1467,13.5 Déploiement LLM self-hosted (Reasoning / Knowledge / Validation Engine),https://localai.io/,https://localai.io/,,200,https://localai.io/,text/html; charset=utf-8,,188,,2026-07-30T19:57:40.960905+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1215,12.1 Simulation incendie (Ignis / Simulation Engine),https://github.com/forefireapi/firefront,https://github.com/forefireapi/firefront,,200,https://github.com/forefireAPI/forefire,text/html; charset=utf-8,,2406,,2026-07-30T19:57:38.826564+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1312,12.11 Carbone forestier / Biomasse (Forest Dynamics / Climate Engine),https://github.com/geofoluugm/WP-1.6-Geo-AI-for-Carbon-Storage-Assessment,https://github.com/geofoluugm/WP-1.6-Geo-AI-for-Carbon-Storage-Assessment,,200,https://github.com/geofoluugm/WP-1.6-Geo-AI-for-Carbon-Storage-Assessment,text/html; charset=utf-8,,2422,,2026-07-30T19:57:38.838864+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1371,12.18 Explainable AI pour modèles environnementaux (Validation / Reasoning Engine),https://github.com/m-altieri/graph-xai,https://github.com/m-altieri/graph-xai,,200,https://github.com/m-altieri/graph-xai,text/html; charset=utf-8,,2140,,2026-07-30T19:57:39.136264+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,240,DS-007 — Safran (Météo-France),https://www.meteofrance.fr,https://www.meteofrance.fr,,200,https://meteofrance.fr/,text/html; charset=UTF-8,,140,,2026-07-30T19:57:41.149790+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1264,12.6 Humidité du sol / Pédologie (Pedology / Climate Engine),https://github.com/pegasus-isi/soilmoisture-workflow,https://github.com/pegasus-isi/soilmoisture-workflow,,200,https://github.com/pegasus-isi/soilmoisture-workflow,text/html; charset=utf-8,,2203,,2026-07-30T19:57:39.099482+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,606,6.10.1 Climat — sources complémentaires,https://meteo.data.gouv.fr/,https://meteo.data.gouv.fr/,,200,https://meteo.data.gouv.fr/,text/html,,94,,2026-07-30T19:57:41.230126+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,971,A. Téléchargement direct,https://inpn.mnhn.fr/telechargement/cartes-et-information-geographique,https://inpn.mnhn.fr/telechargement/cartes-et-information-geographique,,200,https://inpn.mnhn.fr/telechargement/cartes-et-information-geographique,text/html;charset=UTF-8,,234,,2026-07-30T19:57:41.266495+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,677,6.10.7 Outre-mer et transfrontalier,https://www.data.gouv.fr/datasets/cartos-vegetation-drom,https://www.data.gouv.fr/datasets/cartos-vegetation-drom,,200,https://www.data.gouv.fr/datasets/cartos-vegetation-drom,text/html;charset=utf-8,,360,,2026-07-30T19:57:41.330039+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1216,12.1 Simulation incendie (Ignis / Simulation Engine),https://github.com/xiazeyu/PyTorchFire,https://github.com/xiazeyu/PyTorchFire,,200,https://github.com/xiazeyu/PyTorchFire,text/html; charset=utf-8,,2000,,2026-07-30T19:57:39.704327+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1318,12.12 Downscaling météo / AROME (Climate Engine),https://github.com/CyrilJl/meteofetch,https://github.com/CyrilJl/meteofetch,,200,https://github.com/CyrilJl/meteofetch,text/html; charset=utf-8,,2156,,2026-07-30T19:57:39.715309+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1217,12.1 Simulation incendie (Ignis / Simulation Engine),https://github.com/mzhen77/neural-ca-wildfire,https://github.com/mzhen77/neural-ca-wildfire,,200,https://github.com/mzhen77/neural-ca-wildfire,text/html; charset=utf-8,,1531,,2026-07-30T19:57:40.370211+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,263,DS-008 — DRIAS — projections climatiques régionalisées,http://www.drias-climat.fr,http://www.drias-climat.fr,,200,https://www.drias-climat.fr/,text/html;charset=utf-8,,94,,2026-07-30T19:57:41.872934+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,674,6.10.7 Outre-mer et transfrontalier,https://www.geoguyane.fr/,https://www.geoguyane.fr/,,200,https://www.geoguyane.fr/accueil,text/html; charset=UTF-8,,2453,,2026-07-30T19:57:39.514866+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1372,12.18 Explainable AI pour modèles environnementaux (Validation / Reasoning Engine),https://github.com/SameerSenapati17/MultiModal-AQI-XAI-Dashboard,https://github.com/SameerSenapati17/MultiModal-AQI-XAI-Dashboard,,200,https://github.com/SameerSenapati17/MultiModal-AQI-XAI-Dashboard,text/html; charset=utf-8,,1844,,2026-07-30T19:57:40.153937+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1265,12.6 Humidité du sol / Pédologie (Pedology / Climate Engine),https://github.com/Sly231/SoilWeatherPredictor,https://github.com/Sly231/SoilWeatherPredictor,,200,https://github.com/Sly231/SoilWeatherPredictor,text/html; charset=utf-8,,1906,,2026-07-30T19:57:40.132916+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,977,B. Services web WMS / WFS,https://inpn.mnhn.fr/webgeoservice/WMS/fxx_inpn,https://inpn.mnhn.fr/webgeoservice/WMS/fxx_inpn,,200,https://inpn.mnhn.fr/webgeoservice/WMS/fxx_inpn,text/html;charset=UTF-8,,235,,2026-07-30T19:57:41.913167+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1426,13.1 Modèles de fondation géospatiaux (GIS / Forest Dynamics / Climate Engine),https://huggingface.co/ibm-nasa-geospatial,https://huggingface.co/ibm-nasa-geospatial,,200,https://huggingface.co/ibm-nasa-geospatial,text/html; charset=utf-8,,187,,2026-07-30T19:57:41.970557+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,813,"A. API de téléchargement (Atom, bulk)",https://data.geopf.fr/telechargement/capabilities,https://data.geopf.fr/telechargement/capabilities,,200,https://data.geopf.fr/telechargement/capabilities,,,266,,2026-07-30T19:57:42.034351+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1319,12.12 Downscaling météo / AROME (Climate Engine),https://github.com/lorisdanjou/AromeDownscaling-ddpm-pytorch,https://github.com/lorisdanjou/AromeDownscaling-ddpm-pytorch,,200,https://github.com/lorisdanjou/AromeDownscaling-ddpm-pytorch,text/html; charset=utf-8,,2047,,2026-07-30T19:57:40.380164+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1466,13.5 Déploiement LLM self-hosted (Reasoning / Knowledge / Validation Engine),https://github.com/vllm-project/vllm,https://github.com/vllm-project/vllm,,200,https://github.com/vllm-project/vllm,text/html; charset=utf-8,,2047,,2026-07-30T19:57:40.461282+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,286,DS-009 — ARPEGE / AROME (modèles météo),https://donneespubliques.meteofrance.fr,https://donneespubliques.meteofrance.fr,,200,https://donneespubliques.meteofrance.fr,text/html; charset=utf-8,,156,,2026-07-30T19:57:42.422840+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1271,12.7 Détection feux par drone / AI vision (Ignis / app mobile),https://github.com/khangle2101/Real-Time-Fire-Smoke-Detection-Drone,https://github.com/khangle2101/Real-Time-Fire-Smoke-Detection-Drone,,200,https://github.com/khangle2101/Real-Time-Fire-Smoke-Detection-Drone,text/html; charset=utf-8,,2078,,2026-07-30T19:57:40.543655+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1373,12.18 Explainable AI pour modèles environnementaux (Validation / Reasoning Engine),https://github.com/Ali-Forootani/RELLM,https://github.com/Ali-Forootani/RELLM,,200,https://github.com/Ali-Forootani/RELLM,text/html; charset=utf-8,,2062,,2026-07-30T19:57:40.570628+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,978,B. Services web WMS / WFS,https://inpn.mnhn.fr/webgeoservice/WFS/fxx_inpn,https://inpn.mnhn.fr/webgeoservice/WFS/fxx_inpn,,200,https://inpn.mnhn.fr/webgeoservice/WFS/fxx_inpn,text/html;charset=UTF-8,,234,,2026-07-30T19:57:42.511190+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1539,14.2 Solutions open source — moteurs d'inférence (classées par efficacité),https://github.com/microsoft/onnxruntime,https://github.com/microsoft/onnxruntime,,200,https://github.com/microsoft/onnxruntime,text/html; charset=utf-8,,2172,,2026-07-30T19:57:40.580784+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1427,13.1 Modèles de fondation géospatiaux (GIS / Forest Dynamics / Climate Engine),https://huggingface.co/ibm-granite/granite-geospatial-canopyheight,https://huggingface.co/ibm-granite/granite-geospatial-canopyheight,,200,https://huggingface.co/ibm-granite/granite-geospatial-canopyheight,text/html; charset=utf-8,,141,,2026-07-30T19:57:42.622435+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,819,"A. API de téléchargement (Atom, bulk)",https://data.geopf.fr/telechargement/download/IGNF_MNT-LIDAR-HD/{subResource}/{fileName,https://data.geopf.fr/,TEMPLATE_ROOT,404,https://data.geopf.fr/,application/json; charset=utf-8,,63,,2026-07-30T19:57:42.747864+00:00,MORTE,HTTP 404
SOURCES_DONNEES_EXHAUSTIVES.md,1218,12.1 Simulation incendie (Ignis / Simulation Engine),https://github.com/infordata-sistemi/pyrowise,https://github.com/infordata-sistemi/pyrowise,,200,https://github.com/infordata-sistemi/pyrowise,text/html; charset=utf-8,,2219,,2026-07-30T19:57:40.868316+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1320,12.12 Downscaling météo / AROME (Climate Engine),https://github.com/DSIP-FBK/DiffScaler,https://github.com/DSIP-FBK/DiffScaler,,200,https://github.com/DSIP-FBK/DiffScaler,text/html; charset=utf-8,,2250,,2026-07-30T19:57:40.918097+00:00,VIVANTE,HTTP 200
